ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	BORROWING	SOURCE	SUBGROUP
3204		k a r a	223	face	Laraos	cara	k a r a	esp	heggarty2005	Quechua
3205		u j a	1687	face	Maragua	uya	u j a		heggarty2005	Quechua
3206		ɲ a w i	1632	face	Napo	ñahui	ɲ a w i		orrwrisley1981	Quechua
3207		k a: ɾ a	223	face	Pacaraos	kaara	k a: ɾ a	esp	adelaar1982	Quechua
3208		u j a	1687	face	Pastaza	uya	u j a		landerman1973	Quechua
3209		u j a	1687	face	Pocona	uya	u j a		heggarty2005	Quechua
3210		i n ɲ a q a	196	face	Puki	inñaqa	i n ɲ a q a		heggarty2005	Aymara
3211		u j a	1687	face	Puno	uya	u j a		heggarty2005	Quechua
3212		ɲ a w i	1632	face	Putumayo	ñahui	ɲ a w i		tandioy1978	Quechua
3213		q a - ʎ q a	1685	face	Raimondi	qallqa	q a ʎ q a		parkerchavez1976	Quechua
3214		u j a	1687	face	SanPedro	uya	u j a		shimelman2017	Quechua
3215		u j a	1687	face	Santiagueno	uya	u j a		juanatey2021	Quechua
3216		o j a	1687	face	SantoTomas	oya	o j a		santotomas1951	Quechua
3217		r i k tʃ a	1688	face	SantoTomas	riccha	r i k tʃ a		santotomas1951	Quechua
3218		ɲ a β i	1632	face	Serena	ñaβi	ɲ a β i		heggarty2005	Quechua
3219		a χ a n u	1689	face	Sullkatiti	aχanu	a χ a n u		heggarty2005	Aymara
3220		u j a	1687	face	Taquile	uya	u j a		heggarty2005	Quechua
3221		k a ɾ a	223	face	Tarma	kara	k a ɾ a	esp	adelaar1977	Quechua
3222		ɲ a w i	1632	face	Troje	ñawi	ɲ a w i		heggarty2005	Quechua
3223		j uː k i	253	face	Tsimu	yú:ki	j uː k i		cerron2016	Uru-Chipaya
3224		q a - ʎ q a	1685	face	Wari	qallqa	q a ʎ q a		parkerchavez1976	Quechua
3225		q a q ʎ - a	1685	face	Yanac	qaqλa	q a q ʎ a		heggarty2005	Quechua
3226		m a ( - ) t i	2160	forehead	Anonimo	mati	m a t i		valera1586	Quechua
3228		p a q ʈ a	2164	forehead	Apuri	paqtra	p a q ʈ a		shimelman2017	Quechua
3229		tʃ i n p a	2161	forehead	Apurimac	chinpa	tʃ i n p a		camacho2007	Quechua
3230		m a ( - ) t i	2160	forehead	Apurimac	mati	m a t i		camacho2007	Quechua
3231		u ɾ k u	2162	forehead	Arma	urku	u ɾ k u		galvez2003	Quechua
3232		u r k u	2162	forehead	Atalla	urku	u r k u		heggarty2005	Quechua
3233		u ɾ k u	2162	forehead	Ayacucho	urku	u ɾ k u		soto1976	Quechua
3234		h u r i n t i	2163	forehead	Bobonaza	jurinti	h u r i n t i	esp	orrwrisley1981	Quechua
3235		p a q ʈ a	2164	forehead	Cacra-Hongos	paqtra	p a q ʈ a		shimelman2017	Quechua
3236		u r k u	2162	forehead	Chachapoyas	urku	u r k u		taylor2006	Quechua
3237		u r k u	2162	forehead	Chacpar	urku	u r k u		heggarty2005	Quechua
3238		u r k u	2162	forehead	Chetilla	urku	u r k u		heggarty2005	Quechua
3239		a j a	2165	forehead	Chipaya	aya	a j a		heggarty2005	Uru-Chipaya
3240		m a ( - ) tʼ i	2160	forehead	Curva	mat'i	m a tʼ i		heggarty2005	Quechua
3241		m a ( - ) tʼ i	2160	forehead	Cuzco	mat'i	m a tʼ i		heggarty2005	Quechua
3242		m ai ( - ) t i	2160	forehead	CuzquenoAntiguo	maiti	m ai t i		holguin1608	Quechua
3243		u r k u	2162	forehead	Huallaga	urku	u r k u		heggarty2005	Quechua
3244		u l k u	2162	forehead	Huanca	ulku	u l k u		cerron2018	Quechua
3245		p a ʔ ʈʂ a	2164	forehead	Huanca	paqtra	p a ʔ ʈʂ a		cerron1976	Quechua
3247		p a r - - a	281	forehead	Huancane	para	p a r a		heggarty2005	Aymara
3249		u ɾ k u	2162	forehead	HuarazHuailas	urku	u ɾ k u		parkerchavez1976	Quechua
3250		ɲ a w i	1632	forehead	Imbabura	ñawi	ɲ a w i		gomez2009	Quechua
3251		u r k u	2162	forehead	Inkawasi	urku	u r k u		heggarty2005	Quechua
3252		aː j a	2165	forehead	Iruhito	á:ya	aː j a		cerron2016	Uru-Chipaya
3253		p a x ʈʂ ( h ) a	300	forehead	Jaqaru	paxĉha	p a x ʈʂ h a		heggarty2005	Aymara
3254		p a x ʈʂ ( h ) a	300	forehead	Kawki	paxĉha	p a x ʈʂ h a		heggarty2005	Aymara
3255		u r k u	2162	forehead	Lamas	urku	u r k u		taylor2006	Quechua
3256		p a q ʈʂ a	2164	forehead	Laraos	paqcra	p a q ʈʂ a		heggarty2005	Quechua
3258		p a q ʈ a	2164	forehead	Lincha-Tana	paqtra	p a q ʈ a		shimelman2017	Quechua
3259		f - r e n t e	2163	forehead	Maragua	frente	f r e n t e	esp	heggarty2005	Quechua
3260		h u r i n t i	2163	forehead	Napo	jurinti	h u r i n t i	esp	orrwrisley1981	Quechua
3261		s o χ u ʈʂ i	254	forehead	Pacaraos	suqutri	s o χ u ʈʂ i		adelaar1982	Quechua
3262		- u r i n d i	2163	forehead	Pastaza	urindi	u r i n d i	esp	landerman1973	Quechua
3263		f - r e n t e	2163	forehead	Pocona	frente	f r e n t e	esp	heggarty2005	Quechua
3264		p a r - - a	281	forehead	Puki	para	p a r a		heggarty2005	Aymara
3265		m a ( - ) tʼ i	2160	forehead	Puno	mat'i	m a tʼ i		heggarty2005	Quechua
3266		u ɾ k u	2162	forehead	Raimondi	urku	u ɾ k u		parkerchavez1976	Quechua
3268		p a q ʈ a	2164	forehead	SanPedro	paqtra	p a q ʈ a		shimelman2017	Quechua
3269		p a χ ɾ ( - ) a	360	forehead	Santiagueno	paqra	p a χ ɾ a	aymara	juanatey2021	Quechua
3270		m a ( r ) t i	2160	forehead	SantoTomas	marti	m a r t i		santotomas1951	Quechua
3271		k a - - r a	259	forehead	SantoTomas	cara	k a r a	esp	santotomas1951	Quechua
3272		- u r i n t i	2163	forehead	Serena	urinti	u r i n t i	esp	heggarty2005	Quechua
3273		p a r - - a	281	forehead	Sullkatiti	para	p a r a		heggarty2005	Aymara
3274		m a ( - ) tʼ i	2160	forehead	Taquile	mat'i	m a tʼ i		heggarty2005	Quechua
3275		f - r e n t e	2163	forehead	Troje	frente	f r e n t e	esp	heggarty2005	Quechua
3276		s o n a k e:	255	forehead	Tsimu	sonáke:	s o n a k e:		cerron2016	Uru-Chipaya
3277		u ɾ k u	2162	forehead	Wari	urku	u ɾ k u		parkerchavez1976	Quechua
3278		u r k u	2162	forehead	Yanac	urku	u r k u		heggarty2005	Quechua
3279		tʃ u k tʃ a	261	hair	Anonimo	chuccha	tʃ u k tʃ a		valera1586	Quechua
3280		( - ) a k tʃ a	2616	hair	Anonimo	accha	a k tʃ a		valera1586	Quechua
3281		( - ) a q tʃ a	2616	hair	Apuri	aqcha	a q tʃ a		shimelman2017	Quechua
3282		tʃ u k tʃ a	261	hair	Apuri	chukcha	tʃ u k tʃ a		shimelman2017	Quechua
3283		tʃ u k tʃ a	261	hair	Apurimac	chukcha	tʃ u k tʃ a		camacho2007	Quechua
3284		tʃ u k tʃ a	261	hair	Arma	chukcha	tʃ u k tʃ a		galvez2003	Quechua
3285		tʃ u k tʃ a	261	hair	Atalla	čukča	tʃ u k tʃ a		heggarty2005	Quechua
3286		tʃ u k tʃ a	261	hair	Ayacucho	chukcha	tʃ u k tʃ a		soto1976	Quechua
3287		( - ) a k tʃ a	2616	hair	Bobonaza	accha	a k tʃ a		orrwrisley1981	Quechua
3288		( - ) a q tʃ a	2616	hair	Cacra-Hongos	aqcha	a q tʃ a		shimelman2017	Quechua
3289		tʃ u x tʃ a	261	hair	Chachapoyas	chujcha	tʃ u x tʃ a		taylor2006	Quechua
3290		( - ) a q ts a	2616	hair	Chacpar	aqtsa	a q ts a		heggarty2005	Quechua
3291		( - ) a χ tʃ a	2616	hair	Chetilla	aχča	a χ tʃ a		heggarty2005	Quechua
3292		tʃ a r a	2617	hair	Chipaya	chara	tʃ a r a		heggarty2005	Uru-Chipaya
3293		tʃ u x tʃ a	261	hair	Curva	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3294		tʃ u x tʃ a	261	hair	Cuzco	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3295		tʃ u k tʃ a	261	hair	CuzquenoAntiguo	chuccha	tʃ u k tʃ a		holguin1608	Quechua
3296		( - ) a χ tʃ a	2616	hair	Huallaga	aχča	a χ tʃ a		heggarty2005	Quechua
3297		( - ) a ʔ tʃ a	2616	hair	Huanca	aqcha	a ʔ tʃ a		cerron1976	Quechua
3299		ɲ i kʼ u t a	263	hair	Huancane	ñik'uta	ɲ i kʼ u t a		heggarty2005	Aymara
3300		( - ) a q tʃ a	2616	hair	Huangascar	aqcha	a q tʃ a		shimelman2017	Quechua
3301		tʃ u k tʃ a	261	hair	Huangascar	chukcha	tʃ u k tʃ a		shimelman2017	Quechua
3302		( - ) a q ts a	2616	hair	HuarazHuailas	aqtsa	a q ts a		parkerchavez1976	Quechua
3303		( - ) a k tʃ a	2616	hair	Imbabura	akcha	a k tʃ a		gomez2009	Quechua
3304		( - ) a χ tʃ a	2616	hair	Inkawasi	aχča	a χ tʃ a		heggarty2005	Quechua
3305		- i χ k l i: s a	262	hair	Iruhito	iχklí:sa	i χ k l i: s a		cerron2016	Uru-Chipaya
3306		n u kʼ u t a	263	hair	Jaqaru	nuk'uta	n u kʼ u t a		heggarty2005	Aymara
3307		n u kʼ u ʈʂ a	263	hair	Kawki	nuk'uĉa	n u kʼ u ʈʂ a		heggarty2005	Aymara
3308		tʃ u k tʃ a	261	hair	Lamas	chukcha	tʃ u k tʃ a		taylor2006	Quechua
3309		( - ) a χ tʃ a	2616	hair	Laraos	aχča	a χ tʃ a		heggarty2005	Quechua
3310		( - ) a q tʃ a	2616	hair	Lincha-Tana	aqcha	a q tʃ a		shimelman2017	Quechua
3311		tʃ u x tʃ a	261	hair	Maragua	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3312		( - ) a k tʃ a	2616	hair	Napo	accha	a k tʃ a		orrwrisley1981	Quechua
3313		( - ) a χ s a	2616	hair	Pacaraos	aqsa	a χ s a		adelaar1982	Quechua
3314		tʃ u k tʃ a	261	hair	Pastaza	chuccha	tʃ u k tʃ a		landerman1973	Quechua
3315		tʃ u x tʃ a	261	hair	Pocona	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3316		ɲ a kʼ u t a	263	hair	Puki	ñak'uta	ɲ a kʼ u t a		heggarty2005	Aymara
3317		tʃ u x tʃ a	261	hair	Puno	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3318		( - ) a x tʃ a	2616	hair	Putumayo	agcha	a x tʃ a		tandioy1978	Quechua
3319		( - ) a q ts a	2616	hair	Raimondi	aqtsa	a q ts a		parkerchavez1976	Quechua
3320		( - ) a q tʃ a	2616	hair	SanPedro	aqcha	a q tʃ a		shimelman2017	Quechua
3321		tʃ u x tʃ a	261	hair	Santiagueno	chukcha	tʃ u x tʃ a		juanatey2021	Quechua
3322		tʃ u k tʃ a	261	hair	SantoTomas	chuccha	tʃ u k tʃ a		santotomas1951	Quechua
3323		( j ) a k tʃ a	2616	hair	SantoTomas	yaccha	j a k tʃ a		santotomas1951	Quechua
3324		( - ) a k tʃ a	2616	hair	Serena	akča	a k tʃ a		heggarty2005	Quechua
3325		ɲ i kʼ u t a	263	hair	Sullkatiti	ñik'uta	ɲ i kʼ u t a		heggarty2005	Aymara
3326		tʃ u x tʃ a	261	hair	Taquile	čuxča	tʃ u x tʃ a		heggarty2005	Quechua
3327		( - ) a χ tʃ a	2616	hair	Tarma	axča	a χ tʃ a		adelaar1977	Quechua
3328		( - ) a x tʃ a	2616	hair	Troje	axča	a x tʃ a		heggarty2005	Quechua
3329		n i: k’ o: t a	301	hair	Tsimu	ní:k’ó:ta	n i: k’ o: t a	aymara	cerron2016	Uru-Chipaya
3330		( - ) a q ts a	2616	hair	Wari	aqtsa	a q ts a		parkerchavez1976	Quechua
3331		( - ) a q ts a	2616	hair	Yanac	aqtsa	a q ts a		heggarty2005	Quechua
3332		ɲ a w i	1632	eye	Anonimo	ñaui	ɲ a w i		valera1586	Quechua
3333		ɲ a w i	1632	eye	Apuri	ñawi	ɲ a w i		shimelman2017	Quechua
3334		ɲ a w i	1632	eye	Apurimac	ñawi	ɲ a w i		camacho2007	Quechua
3335		ɲ a w i	1632	eye	Arma	ñawi	ɲ a w i		galvez2003	Quechua
3336		ɲ a w i	1632	eye	Atalla	ñawi	ɲ a w i		heggarty2005	Quechua
3337		ɲ a w i	1632	eye	Ayacucho	ñawi	ɲ a w i		soto1976	Quechua
3338		ɲ a w i	1632	eye	Bobonaza	ñahui	ɲ a w i		orrwrisley1981	Quechua
3339		ɲ a w i	1632	eye	Cacra-Hongos	ñawi	ɲ a w i		shimelman2017	Quechua
3340		ɲ a w i	1632	eye	Chachapoyas	ñawi	ɲ a w i		taylor2006	Quechua
3341		n a w i	1632	eye	Chacpar	nawi	n a w i		heggarty2005	Quechua
3342		ɲ a w i	1632	eye	Chacpar	ñawi	ɲ a w i		heggarty2005	Quechua
3343		ɲ a w i	1632	eye	Chetilla	ñawi	ɲ a w i		heggarty2005	Quechua
3344		ʈʂʰ u k i	1633	eye	Chipaya	trhuki	ʈʂʰ u k i		heggarty2005	Uru-Chipaya
3345		ɲ a w i	1632	eye	Curva	ñawi	ɲ a w i		heggarty2005	Quechua
3346		ɲ a w i	1632	eye	Cuzco	ñawi	ɲ a w i		heggarty2005	Quechua
3347		ɲ a w i	1632	eye	CuzquenoAntiguo	ñaui	ɲ a w i		holguin1608	Quechua
3348		ɲ a w i	1632	eye	Huallaga	ñawi	ɲ a w i		heggarty2005	Quechua
3349		ɲ a w i	1632	eye	Huanca	ñawi	ɲ a w i		cerron2018	Quechua
3350		n ai r a	264	eye	Huancane	nayra	n ai r a		heggarty2005	Aymara
3351		ɲ a w i	1632	eye	Huangascar	ñawi	ɲ a w i		shimelman2017	Quechua
3352		ɳ a w i	1632	eye	HuarazHuailas	ñawi	ɳ a w i		parkerchavez1976	Quechua
3353		ɲ a w i + l u l u n	1632 364	eye	Imbabura	ñahui lulun	ɲ a w i + l u l u n		gomez2009	Quechua
3354		n a w i	1632	eye	Inkawasi	nawi	n a w i		heggarty2005	Quechua
3355		tʃ u: k -	1633	eye	Iruhito	tšu:k	tʃ u: k		cerron2016	Uru-Chipaya
3356		n ai r a	264	eye	Jaqaru	nayra	n ai r a		heggarty2005	Aymara
3357		n ai r a	264	eye	Kawki	nayra	n ai r a		heggarty2005	Aymara
3358		ɲ a w i	1632	eye	Lamas	ñawi	ɲ a w i		taylor2006	Quechua
3359		ɲ a w i	1632	eye	Laraos	ñawi	ɲ a w i		heggarty2005	Quechua
3360		ɲ a w i	1632	eye	Lincha-Tana	ñawi	ɲ a w i		shimelman2017	Quechua
3361		ɲ a w i	1632	eye	Maragua	ñawi	ɲ a w i		heggarty2005	Quechua
3362		ɲ a w i	1632	eye	Napo	ñahui	ɲ a w i		orrwrisley1981	Quechua
3363		ɲ a w i	1632	eye	Pacaraos	ñawi	ɲ a w i		adelaar1982	Quechua
3364		ɲ a v i	1632	eye	Pastaza	ñavi	ɲ a v i		landerman1973	Quechua
3365		ɲ a w i	1632	eye	Pocona	ñawi	ɲ a w i		heggarty2005	Quechua
3366		n ai r a	264	eye	Puki	nayra	n ai r a		heggarty2005	Aymara
3367		ɲ a w i	1632	eye	Puno	ñawi	ɲ a w i		heggarty2005	Quechua
3368		ɲ a w i	1632	eye	Putumayo	ñahui	ɲ a w i		tandioy1978	Quechua
3369		ɳ a w i	1632	eye	Raimondi	ñawi	ɳ a w i		parkerchavez1976	Quechua
3370		ɲ a w i	1632	eye	SanPedro	ñawi	ɲ a w i		shimelman2017	Quechua
3371		ɲ a w i	1632	eye	Santiagueno	ñawi	ɲ a w i		juanatey2021	Quechua
3372		ɲ a w i	1632	eye	SantoTomas	ñaui	ɲ a w i		santotomas1951	Quechua
3373		ɲ a β i	1632	eye	Serena	ñaβi	ɲ a β i		heggarty2005	Quechua
3374		ɲ a w i	1632	eye	Serena	ñawi	ɲ a w i		heggarty2005	Quechua
3375		n ai r a	264	eye	Sullkatiti	nayra	n ai r a		heggarty2005	Aymara
3376		ɲ a w i	1632	eye	Taquile	ñawi	ɲ a w i		heggarty2005	Quechua
3377		n a w i	1632	eye	Tarma	nawi	n a w i		adelaar1977	Quechua
3378		ɲ a w i	1632	eye	Troje	ñawi	ɲ a w i		heggarty2005	Quechua
3379		tʃ’ a: χ -	1633	eye	Tsimu	tš’á:χ	tʃ’ a: χ		cerron2016	Uru-Chipaya
3380		ɲ a w i	1632	eye	Wari	nawi	ɲ a w i		parkerchavez1976	Quechua
3381		ɲ a w i	1632	eye	Yanac	ñawi	ɲ a w i		heggarty2005	Quechua
3382		s e n k a	4569	nose	Anonimo	cenca	s e n k a		valera1586	Quechua
3383		s e ŋ q a	4569	nose	Apuri	sinqa	s e ŋ q a		shimelman2017	Quechua
3384		s e n q a	4569	nose	Apurimac	senqa	s e n q a		camacho2007	Quechua
3385		s i ŋ χ a	4569	nose	Arma	sinqa	s i ŋ χ a		galvez2003	Quechua
3386		s i n ɢ a	4569	nose	Atalla	sinġa	s i n ɢ a		heggarty2005	Quechua
3387		s e ŋ χ a	4569	nose	Ayacucho	senqa	s e ŋ χ a		soto1976	Quechua
3388		s i n g a	4569	nose	Bobonaza	singa	s i n g a		orrwrisley1981	Quechua
3389		s e ŋ q a	4569	nose	Cacra-Hongos	sinqa	s e ŋ q a		shimelman2017	Quechua
3390		s i n g a	4569	nose	Chachapoyas	sinka	s i n g a		taylor2006	Quechua
3391		s i n ʁ a	4569	nose	Chacpar	sinγa	s i n ʁ a		heggarty2005	Quechua
3392		s i n g a	4569	nose	Chetilla	singa	s i n g a		heggarty2005	Quechua
3393		- o z a	4570	nose	Chipaya	oza	o z a		heggarty2005	Uru-Chipaya
3394		s i n q a	4569	nose	Curva	sinqa	s i n q a		heggarty2005	Quechua
3395		s i n q a	4569	nose	Cuzco	sinqa	s i n q a		heggarty2005	Quechua
3396		s i n k a	4569	nose	CuzquenoAntiguo	cenca	s i n k a		holguin1608	Quechua
3397		s i n q a	4569	nose	Huallaga	sinqa	s i n q a		heggarty2005	Quechua
3398		s i n ʔ a	4569	nose	Huanca	sinqa	s i n ʔ a		cerron1976	Quechua
3399		n a s a	265	nose	Huancane	nasa	n a s a		heggarty2005	Aymara
3400		s e ŋ q a	4569	nose	Huangascar	sinqa	s e ŋ q a		shimelman2017	Quechua
3401		s e ɲ q a	4569	nose	HuarazHuailas	senqa	s e ɲ q a		parkerchavez1976	Quechua
3402		s i n g a	4569	nose	Imbabura	singa	s i n g a		gomez2009	Quechua
3403		s i n ɢ a	4569	nose	Inkawasi	sinġa	s i n ɢ a		heggarty2005	Quechua
3404		- a χ ʃ a	266	nose	Iruhito	ḁ́χša	a χ ʃ a		cerron2016	Uru-Chipaya
3405		n a s a	265	nose	Jaqaru	nasa	n a s a		heggarty2005	Aymara
3406		n a s a	265	nose	Kawki	nasa	n a s a		heggarty2005	Aymara
3407		s i n g a	4569	nose	Lamas	sinka	s i n g a		taylor2006	Quechua
3408		s i n q a	4569	nose	Laraos	sinqa	s i n q a		heggarty2005	Quechua
3409		s e ŋ q a	4569	nose	Lincha-Tana	sinqa	s e ŋ q a		shimelman2017	Quechua
3410		s i n q a	4569	nose	Maragua	sinqa	s i n q a		heggarty2005	Quechua
3411		s i n g a	4569	nose	Napo	singa	s i n g a		orrwrisley1981	Quechua
3412		s i ɴ χ a	4569	nose	Pacaraos	sinqa	s i ɴ χ a		adelaar1982	Quechua
3413		s i n g a	4569	nose	Pastaza	singa	s i n g a		landerman1973	Quechua
3414		s i n ʁ a	4569	nose	Pocona	sinγa	s i n ʁ a		heggarty2005	Quechua
3415		n a s a	265	nose	Puki	nasa	n a s a		heggarty2005	Aymara
3416		s i n q a	4569	nose	Puno	sinqa	s i n q a		heggarty2005	Quechua
3417		s i n g a	4569	nose	Putumayo	singa	s i n g a		tandioy1978	Quechua
3418		s e ɲ q a	4569	nose	Raimondi	senqa	s e ɲ q a		parkerchavez1976	Quechua
3419		s e ŋ q a	4569	nose	SanPedro	sinqa	s e ŋ q a		shimelman2017	Quechua
3420		s e ŋ q a	4569	nose	Santiagueno	senqa	s e ŋ q a		juanatey2021	Quechua
3421		s i n g a	4569	nose	SantoTomas	cinga	s i n g a		santotomas1951	Quechua
3422		s i n g a	4569	nose	Serena	singa	s i n g a		heggarty2005	Quechua
3423		n a s a	265	nose	Sullkatiti	nasa	n a s a		heggarty2005	Aymara
3424		s i n q a	4569	nose	Taquile	sinqa	s i n q a		heggarty2005	Quechua
3425		s e ŋ χ a	4569	nose	Tarma	sin̊xa	s e ŋ χ a		adelaar1977	Quechua
3426		s i n g a	4569	nose	Troje	singa	s i n g a		heggarty2005	Quechua
3427		h a: - k’ e:	267	nose	Tsimu	há:k’e:	h a: k’ e:		cerron2016	Uru-Chipaya
3428		s e ɲ q a	4569	nose	Wari	senqa	s e ɲ q a		parkerchavez1976	Quechua
3429		s i n q a	4569	nose	Yanac	sinqa	s i n q a		heggarty2005	Quechua
3430		r i n r i ( - )	1279	ear	Anonimo	rinri	r i n r i		valera1586	Quechua
3431		ɾ i n ɾ i ( - )	1279	ear	Apuri	rinri	ɾ i n ɾ i		shimelman2017	Quechua
3432		r i n r i ( - )	1279	ear	Apurimac	rinri	r i n r i		camacho2007	Quechua
3433		n i n r i -	361	ear	Apurimac	ninri	n i n r i		camacho2007	Quechua
3434		ɾ i ŋ ɾ i ( - )	1279	ear	Arma	rinri	ɾ i ŋ ɾ i		galvez2003	Quechua
3435		l i n r i ( - )	1279	ear	Atalla	linri	l i n r i		heggarty2005	Quechua
3436		r i n r i ( - )	1279	ear	Atalla	rinri	r i n r i		heggarty2005	Quechua
3437		ɾ i ŋ ɾ i ( - )	1279	ear	Ayacucho	rinri	ɾ i ŋ ɾ i		soto1976	Quechua
3438		r i n r i ( - )	1279	ear	Bobonaza	rinri	r i n r i		orrwrisley1981	Quechua
3439		l i n l i ( - )	1279	ear	Cacra-Hongos	rinri	l i n l i		shimelman2017	Quechua
3440		r i n r i ( - )	1279	ear	Chachapoyas	rinri	r i n r i		taylor2006	Quechua
3441		r i n r i ( - )	1279	ear	Chacpar	rinri	r i n r i		heggarty2005	Quechua
3442		r i n r i ( - )	1279	ear	Chetilla	rinri	r i n r i		heggarty2005	Quechua
3443		kʰ u ɲ - - i -	77	ear	Chipaya	khuñi	kʰ u ɲ i		heggarty2005	Uru-Chipaya
3444		n i n r i -	361	ear	Curva	ninri	n i n r i		heggarty2005	Quechua
3445		l i n r i ( - )	1279	ear	Curva	linri	l i n r i		heggarty2005	Quechua
3446		n i n r i -	361	ear	Cuzco	ninri	n i n r i		heggarty2005	Quechua
3447		r i n r i ( - )	1279	ear	Cuzco	rinri	r i n r i		heggarty2005	Quechua
3448		r i n r i ( - )	1279	ear	CuzquenoAntiguo	rinri	r i n r i		holguin1608	Quechua
3449		r i n r i ( - )	1279	ear	Huallaga	rinri	r i n r i		heggarty2005	Quechua
3450		l i n l i ( - )	1279	ear	Huanca	linli	l i n l i		cerron2018	Quechua
3451		h i n tʃ u	1280	ear	Huancane	hinču	h i n tʃ u		heggarty2005	Aymara
3452		ɾ i n ɾ i ( - )	1279	ear	Huangascar	rinri	ɾ i n ɾ i		shimelman2017	Quechua
3453		ɾ i ɲ ɾ i ( - )	1279	ear	HuarazHuailas	rinri	ɾ i ɲ ɾ i		parkerchavez1976	Quechua
3454		ɾ i n ɾ i ( - )	1279	ear	Imbabura	rinri	ɾ i n ɾ i		gomez2009	Quechua
3455		r̝ i n r i ( - )	1279	ear	Inkawasi	řinri	r̝ i n r i		heggarty2005	Quechua
3456		h i n tʃ u	1280	ear	Jaqaru	hinču	h i n tʃ u		heggarty2005	Aymara
3457		h i n tʃ u	1280	ear	Kawki	hinču	h i n tʃ u		heggarty2005	Aymara
3458		r i n r i ( - )	1279	ear	Lamas	rinri	r i n r i		taylor2006	Quechua
3459		l i n r i ( - )	1279	ear	Laraos	linri	l i n r i		heggarty2005	Quechua
3460		l i n ɾ i ( - )	1279	ear	Lincha-Tana	rinri	l i n ɾ i		shimelman2017	Quechua
3461		l i n r i ( - )	1279	ear	Maragua	linri	l i n r i		heggarty2005	Quechua
3462		n i n r i -	361	ear	Maragua	ninri	n i n r i		heggarty2005	Quechua
3463		n i g r i -	361	ear	Maragua	nigri	n i g r i		heggarty2005	Quechua
3464		r i n r i ( - )	1279	ear	Napo	rinri	r i n r i		orrwrisley1981	Quechua
3465		ɾ i ŋ ɾ i ( - )	1279	ear	Pacaraos	rinri	ɾ i ŋ ɾ i		adelaar1982	Quechua
3466		ɾ i n r i ( - )	1279	ear	Pastaza	ɾinri	ɾ i n r i		landerman1973	Quechua
3467		n i n r i -	361	ear	Pocona	ninri	n i n r i		heggarty2005	Quechua
3468		l i n r i ( - )	1279	ear	Pocona	linri	l i n r i		heggarty2005	Quechua
3469		h i n tʃ u	1280	ear	Puki	hinču	h i n tʃ u		heggarty2005	Aymara
3470		n i n r i -	361	ear	Puno	ninri	n i n r i		heggarty2005	Quechua
3471		r i n r i ( - )	1279	ear	Puno	rinri	r i n r i		heggarty2005	Quechua
3472		r i n r i ( - )	1279	ear	Putumayo	rinri	r i n r i		tandioy1978	Quechua
3473		ɾ i ɲ ɾ i ( - )	1279	ear	Raimondi	rinri	ɾ i ɲ ɾ i		parkerchavez1976	Quechua
3474		ɾ i n ɾ i ( - )	1279	ear	SanPedro	rinri	ɾ i n ɾ i		shimelman2017	Quechua
3475		n i ŋ ɾ i -	361	ear	Santiagueno	nigri	n i ŋ ɾ i		juanatey2021	Quechua
3476		r i ŋ r i ( - )	1279	ear	SantoTomas	ringri	r i ŋ r i		santotomas1951	Quechua
3477		r i ŋ r i ( - )	1279	ear	Serena	ringri	r i ŋ r i		heggarty2005	Quechua
3478		h i n tʃ u	1280	ear	Sullkatiti	hinču	h i n tʃ u		heggarty2005	Aymara
3479		n i n r i -	361	ear	Taquile	ninri	n i n r i		heggarty2005	Quechua
3480		r i n r i ( - )	1279	ear	Taquile	rinri	r i n r i		heggarty2005	Quechua
3481		ʐ i ŋ ɾ i ( - )	1279	ear	Tarma	rin̊ri	ʐ i ŋ ɾ i		adelaar1977	Quechua
3482		r̝ i n r̝ i ( n )	1279	ear	Troje	řinřin	r̝ i n r̝ i n		heggarty2005	Quechua
3483		ɾ i ɲ ɾ i ( - )	1279	ear	Wari	rinri	ɾ i ɲ ɾ i		parkerchavez1976	Quechua
3484		r i n r i ( - )	1279	ear	Yanac	rinri	r i n r i		heggarty2005	Quechua
3485		s i m i	4220	mouth	Anonimo	ʃimi	s i m i		valera1586	Quechua
3486		ʃ i m i	4220	mouth	Apuri	shimi	ʃ i m i		shimelman2017	Quechua
3487		s i m i	4220	mouth	Apurimac	simi	s i m i		camacho2007	Quechua
3488		s i m i	4220	mouth	Arma	simi	s i m i		galvez2003	Quechua
3489		s i m i	4220	mouth	Atalla	simi	s i m i		heggarty2005	Quechua
3490		s i m i	4220	mouth	Ayacucho	simi	s i m i		soto1976	Quechua
3491		ʃ i m i	4220	mouth	Bobonaza	shimi	ʃ i m i		orrwrisley1981	Quechua
3492		ʃ i m i	4220	mouth	Cacra-Hongos	shimi	ʃ i m i		shimelman2017	Quechua
3493		ʃ i m i	4220	mouth	Chachapoyas	shimi	ʃ i m i		taylor2006	Quechua
3494		ʃ i m i	4220	mouth	Chacpar	šimi	ʃ i m i		heggarty2005	Quechua
